46,1
58,1
66,1
97,1
112,1
124,1
141,1
149,1
155,1
186,1
224,1
238,1
270,1
278,1
284,1
301,1
359,1
385,1
448,1
453,1
469,1
481,1
558,1
581,1
599,1
600,1
603,1
667,1
679,1
744,1
764,1
779,1
786,1
789,1
793,1
862,1
865,1
877,1
880,1
894,1
898,1
905,1
908,1
928,1
969,1
994,1
999,1
1004,1
1005,1
1017,1
1023,1
1025,1
1038,1
1045,1
1049,1
1061,1
1110,1
1115,1
1133,1
1140,1
1148,1
1154,1
1168,1
1169,1
1177,1
1178,2
1294,1
1295,1
1306,1
1330,1
1416,1
1417,1
1421,1
1436,1
1551,1
1643,1
1648,1
1680,1
1683,1
1690,1
1717,1
1734,2
1752,1
1784,1
1785,1
1791,1
1812,1
1852,1
1856,1
1857,1
1933,1
1952,1
1981,1
1987,1
2028,1
2032,1
2045,1
2050,1
2067,1
2097,2
2105,1
2148,1
2160,1
2216,1
2219,1
2226,1
2331,1
2332,1
2360,1
2378,1
2396,1
2431,1
2455,1
2472,1
2477,1
2482,1
2584,1
2592,1
2593,1
2607,1
2619,1
2663,1
2684,1
2719,1
2734,1
2771,1
2797,1
2815,1
2822,1
2855,1
2858,1
2872,1
2880,1
2927,1
2939,1
2946,1
2949,1
2961,1
2970,1
2976,1
2979,1
2989,1
3006,1
3034,1
3046,1
3069,1
3087,1
3095,1
3103,2
3115,1
3143,1
3155,1
3161,1
3167,1
3178,1
3196,1
3199,1
3203,1
3204,1
3244,1
3266,1
3295,1
3302,1
3309,1
3319,1
3324,1
3376,1
3380,1
3434,1
3488,1
3550,1
3633,1
3657,1
3660,1
3719,1
3720,1
3737,1
3756,1
3789,1
3808,1
3814,1
3831,1
3835,1
3848,1
3862,1
3864,1
3866,1
3874,1
3877,1
3878,1
3893,2
3900,1
3914,1
3921,1
3932,1
3939,1
3944,1
3948,1
3959,1
3964,1
3978,1
3987,1
3993,1
4002,1
4004,1
4012,1
4024,1
4027,1
4040,1
4070,1
4087,1
4102,1
4117,1
4156,1
4216,1
4229,1
4242,1
4251,1
4255,1
4265,1
4268,1
4287,1
4353,1
4361,1
4384,1
4386,1
4472,1
4508,1
4512,1
4515,1
4556,1
4563,1
4567,1
4590,1
4618,1
4625,1
4626,1
4639,1
4645,1
4686,1
4696,1
4734,1
4746,1
4749,1
4751,1
4773,1
4795,1
4810,1
4859,1
4862,1
4863,1
4864,1
4865,1
4878,1
4903,1
4940,1
4949,1
4960,1
5017,1
5025,1
5042,1
5054,1
5073,1
5079,1
5083,1
5092,1
5109,1
5136,1
5138,1
5155,1
5187,1
5246,1
5256,1
5257,1
5301,1
5328,1
5355,1
5359,1
5410,1
5413,1
5439,1
5451,1
5456,1
5457,1
5471,1
5490,1
5501,1
5509,1
5522,1
5523,1
5524,1
5554,1
5573,1
5610,1
5647,1
5648,1
5697,1
5720,1
5723,1
5725,1
5737,1
5749,2
5755,1
5779,1
5791,1
5840,1
5845,1
5862,1
5918,1
5928,1
5954,1
5966,1
5977,1
5993,1
6004,1
6065,1
6087,1
6099,1
6132,2
6139,1
6163,1
6170,1
6199,1
6225,1
6254,1
6264,1
6280,1
6285,1
6309,1
6367,1
6417,1
6436,1
6451,1
6467,2
6470,1
6483,1
6488,1
6544,2
6563,1
6569,1
6570,1
6580,1
6594,1
6605,1
6609,1
6660,1
6668,1
6695,1
6721,1
6723,1
6725,2
6728,1
6756,1
6762,1
6792,1
6799,1
6842,1
6846,1
6850,1
6867,1
6884,1
6894,1
6896,1
6917,1
6959,1
6982,2
7003,1
7012,1
7019,1
7036,1
7047,1
7059,1
7076,1
7082,1
7095,1
7104,1
7107,1
7122,1
7135,1
7148,1
7149,1
7161,1
7179,1
7193,1
7207,1
7210,1
7212,1
7283,1
7297,1
7345,1
7347,1
7352,1
7381,1
7465,1
7581,1
7606,1
7629,1
7630,1
7633,1
7634,1
7636,1
7715,1
7718,1
7742,1
7762,1
7764,1
7767,1
7770,1
7772,1
7778,1
7835,1
7841,1
7847,1
7878,1
7894,1
7937,1
7939,1
7951,1
7952,1
7979,1
7990,1
8040,1
8043,1
8046,1
8049,1
8070,2
8093,1
8127,1
8155,1
8171,1
8216,1
8218,1
8226,1
8228,1
8261,1
8274,1
8276,1
8281,1
8284,1
8288,1
8295,1
8333,1
8336,1
8360,1
8364,1
8369,1
8376,1
8399,1
8403,1
8409,1
8420,1
8435,1
8461,1
8485,1
8493,1
8511,1
8530,1
8531,1
8559,1
8563,1
8574,1
8612,1
8622,1
8631,1
8637,1
8663,1
8671,1
8674,1
8720,1
8734,1
8750,1
8777,1
8784,1
8795,1
8822,1
8886,1
9009,1
9117,1
9189,1
9209,1
9247,1
9323,1
9327,1
9480,1
9574,1
9773,1
9774,1
9795,1
9838,1
9863,1
9875,1
9891,1
9957,1
9971,1
10016,1
10024,1
10035,1
10084,1
10107,1
10141,1
10173,1
10180,1
10268,1
10274,1
10288,2
10298,1
10360,1
10401,1
10424,1
10502,1
10579,1
10645,1
10652,1
10689,1
10709,1
10757,1
10773,1
10787,1
10815,2
10862,2
10885,1
10889,1
10942,1
10948,1
10969,1
10974,1
10975,1
10987,1
10989,1
10992,2
10994,1
11012,1
11044,1
11068,1
11076,1
11078,1
11080,1
11114,1
11115,1
11122,1
11126,2
11146,2
11169,1
11201,1
11238,1
11241,1
11259,1
11268,1
11272,2
11321,1
11361,1
11363,1
11384,1
11397,1
11398,1
11404,1
11452,1
11460,1
11479,1
11488,1
11491,1
11499,1
11503,1
11506,1
11509,1
11519,1
11541,1
11568,1
11569,1
11622,1
11647,2
11648,2
11649,1
11670,1
11710,1
11770,1
11771,1
11775,1
11780,1
11789,1
11855,1
11867,1
11874,1
11896,1
11901,1
11903,1
11996,1
12012,1
12014,1
12027,1
12034,1
12039,1
12044,1
12066,1
12070,2
12079,1
12091,1
12096,2
12138,1
12180,1
12185,1
12198,1
12203,1
12223,1
12231,1
12297,1
12302,1
12309,1
12346,1
12364,1
12425,1
12446,1
12454,1
12469,1
12488,1
12496,1
12505,1
12537,1
12538,2
12546,1
12552,1
12555,1
12571,1
12586,1
12601,1
12608,1
12609,1
12610,1
12619,1
12624,1
12648,1
12650,1
